Id,name,year,number of 4,number of 6,team,win,loss,draw
8197,h,1990,12,5,bb,0,1,0
8198,r,1991,11,9,bb,1,0,0
8199,p,2003,13,5,dd,0,0,1
8200,l,1994,15,5,cc,1,0,0
8201,m,2007,0,6,dd,1,0,0
8202,g,2006,12,8,dd,0,1,0
8203,i,2006,12,15,ee,1,0,0
8204,q,1992,24,11,dd,0,1,0
8205,n,1995,11,7,bb,0,1,0
8206,u,1990,5,10,bb,0,1,0
8207,t,1990,19,1,aa,1,0,0
8208,k,1993,5,4,bb,0,0,1
8209,d,1992,2,6,cc,0,0,1
8210,w,1991,3,2,bb,1,0,0
8211,d,1995,20,3,cc,1,0,0
8212,z,1993,21,7,bb,0,1,0
8213,b,2000,24,10,aa,0,0,1
8214,v,2008,17,5,aa,0,0,1
8215,y,2006,16,10,ee,0,0,1
8216,o,1993,22,11,cc,0,1,0
8217,k,2010,25,4,ee,0,0,1
8218,u,1992,14,13,cc,1,0,0
8219,u,2005,4,11,cc,0,1,0
8220,o,1992,10,14,dd,1,0,0
8221,b,1999,4,1,bb,0,0,1
8222,l,1990,4,6,cc,1,0,0
8223,w,2005,1,7,bb,0,1,0
8224,x,1994,22,1,bb,1,0,0
8225,v,1989,2,8,ee,0,1,0
8226,l,2003,2,1,ee,0,1,0
8227,v,1990,0,10,ee,0,0,1
8228,m,1995,7,13,dd,0,0,1
8229,l,1992,1,1,ee,1,0,0
8230,m,2001,7,4,cc,1,0,0
8231,w,1999,0,2,bb,0,0,1
8232,g,1989,21,10,dd,1,0,0
8233,a,1996,15,3,aa,0,1,0
8234,d,1997,14,1,cc,0,0,1
8235,u,1997,17,13,cc,1,0,0
8236,k,2001,24,2,cc,0,1,0
8237,o,2007,3,10,cc,0,0,1
8238,m,1990,22,2,bb,1,0,0
8239,n,2002,9,8,dd,1,0,0
8240,k,1994,9,5,dd,0,1,0
8241,e,1993,19,4,aa,0,1,0
8242,x,2005,10,12,dd,0,0,1
8243,k,1989,4,11,aa,0,1,0
8244,y,1988,25,0,aa,0,1,0
8245,u,2000,15,7,cc,1,0,0
8246,a,1992,22,1,dd,0,1,0
8247,y,2009,18,1,dd,0,0,1
8248,s,1995,3,3,cc,0,1,0
8249,b,1992,1,11,bb,0,0,1
8250,j,1996,22,3,bb,0,0,1
8251,g,1996,6,9,bb,0,0,1
8252,w,2003,11,12,bb,0,0,1
8253,u,2006,15,11,aa,0,1,0
8254,w,2003,18,10,dd,0,1,0
8255,n,1994,19,2,cc,1,0,0
8256,c,1999,8,4,bb,0,1,0
8257,p,1991,2,7,cc,0,0,1
8258,a,1996,5,4,aa,0,0,1
8259,v,2005,17,14,cc,0,0,1
8260,p,2003,14,2,ee,0,0,1
8261,n,1993,5,0,bb,1,0,0
8262,r,1988,1,13,ee,0,1,0
8263,l,2001,17,6,aa,0,1,0
8264,l,2010,10,6,aa,0,0,1
8265,y,1990,22,0,dd,0,1,0
8266,d,1990,16,11,aa,1,0,0
8267,m,1995,24,9,bb,0,0,1
8268,a,1999,16,5,ee,0,0,1
8269,n,1998,7,8,cc,1,0,0
8270,b,2001,18,8,bb,0,0,1
8271,m,1995,3,7,cc,0,0,1
8272,e,2005,3,5,cc,0,0,1
8273,k,2000,18,3,bb,0,0,1
8274,j,2004,5,11,aa,0,0,1
8275,w,2010,11,9,ee,1,0,0
8276,e,1993,20,10,ee,0,0,1
8277,i,2007,21,9,ee,0,1,0
8278,z,2001,16,14,ee,0,0,1
8279,w,1999,15,2,bb,1,0,0
8280,v,1994,24,13,ee,0,0,1
8281,q,1996,18,5,aa,1,0,0
8282,u,2004,2,2,cc,1,0,0
8283,g,2002,17,7,dd,0,1,0
8284,b,1990,11,5,ee,0,0,1
8285,v,1988,22,0,aa,0,1,0
8286,i,2009,13,15,cc,1,0,0
8287,e,2000,15,9,cc,0,0,1
8288,t,2001,23,6,ee,0,1,0
8289,c,2006,13,12,bb,0,1,0
8290,y,1990,16,12,cc,1,0,0
8291,w,2008,4,9,bb,0,0,1
8292,s,2003,14,14,ee,0,1,0
8293,c,2007,24,9,cc,0,0,1
8294,i,1999,12,11,cc,0,1,0
8295,l,1999,23,10,bb,0,1,0
8296,q,2001,12,4,cc,1,0,0
8297,i,2002,23,6,cc,0,0,1
8298,m,2010,4,6,cc,1,0,0
8299,u,2000,11,4,ee,0,0,1
8300,r,1989,4,11,cc,0,0,1
8301,g,2010,25,14,cc,0,1,0
8302,k,1988,16,1,aa,0,0,1
8303,u,1996,8,0,aa,1,0,0
8304,p,1993,22,12,cc,0,1,0
8305,e,2007,11,11,cc,0,0,1
8306,v,1991,5,14,aa,0,1,0
8307,b,2009,3,11,ee,0,0,1
8308,h,1988,23,13,bb,0,1,0
8309,k,2008,14,13,ee,0,1,0
8310,q,1992,10,7,cc,0,1,0
8311,d,2004,22,15,aa,0,0,1
8312,b,2008,13,13,dd,0,0,1
8313,j,2010,2,5,aa,0,0,1
8314,r,1996,15,12,cc,0,1,0
8315,p,1992,11,9,aa,1,0,0
8316,c,1988,23,3,bb,0,1,0
8317,q,2000,8,4,ee,0,0,1
8318,h,1991,22,2,aa,1,0,0
8319,h,1995,25,15,ee,0,0,1
8320,e,2009,14,2,cc,1,0,0
8321,f,1995,22,13,dd,1,0,0
8322,m,2000,21,2,aa,0,0,1
8323,d,2007,25,12,aa,0,1,0
8324,t,1999,17,1,ee,0,0,1
8325,d,2000,10,6,cc,0,0,1
8326,a,2001,5,14,dd,1,0,0
8327,z,1993,19,11,ee,1,0,0
8328,u,2009,25,4,bb,0,1,0
8329,k,2009,0,14,ee,1,0,0
8330,i,1998,19,1,aa,1,0,0
8331,f,2002,11,13,dd,0,1,0
8332,a,1988,14,4,bb,0,1,0
8333,w,1998,19,7,bb,0,1,0
8334,d,2000,11,2,cc,0,0,1
8335,m,2010,0,2,dd,1,0,0
8336,u,1997,9,0,ee,0,0,1
8337,u,2003,1,2,aa,0,0,1
8338,h,1989,19,9,aa,0,0,1
8339,b,1992,21,10,cc,0,0,1
8340,a,2004,5,14,cc,1,0,0
8341,x,2008,19,0,ee,0,0,1
8342,d,1994,10,15,ee,0,1,0
8343,k,1990,2,7,bb,0,1,0
8344,d,2008,11,2,dd,0,0,1
8345,g,2005,18,8,aa,0,1,0
8346,d,1995,5,5,cc,1,0,0
8347,d,1988,0,1,dd,0,1,0
8348,a,2003,12,13,bb,1,0,0
8349,a,2001,3,13,aa,0,1,0
8350,j,1988,8,10,dd,0,0,1
8351,w,2000,11,11,dd,1,0,0
8352,j,2002,3,14,cc,0,0,1
8353,p,1996,3,5,cc,0,0,1
8354,k,1998,17,2,cc,0,0,1
8355,w,2004,3,10,dd,0,1,0
8356,q,1997,23,7,ee,1,0,0
8357,d,1988,2,14,ee,1,0,0
8358,v,2006,0,2,bb,0,0,1
8359,k,2005,8,3,dd,1,0,0
8360,i,2004,21,11,ee,0,0,1
8361,d,2001,15,0,bb,0,0,1
8362,f,2009,0,6,dd,0,1,0
8363,j,2010,5,13,bb,1,0,0
8364,s,1992,13,2,bb,0,1,0
8365,x,2010,18,14,bb,0,1,0
8366,i,2006,14,2,ee,1,0,0
8367,z,2009,1,6,dd,0,0,1
8368,r,2004,3,4,cc,0,1,0
8369,d,2001,1,7,ee,0,0,1
8370,g,2008,16,13,ee,0,0,1
8371,o,2003,8,9,cc,0,1,0
8372,p,1996,19,13,ee,1,0,0
8373,q,2010,13,10,cc,1,0,0
8374,d,2004,23,1,aa,0,0,1
8375,f,2004,9,7,cc,1,0,0
8376,r,2003,11,2,ee,0,0,1
8377,k,1996,24,0,dd,0,1,0
8378,b,2002,9,4,cc,1,0,0
8379,x,1995,16,9,aa,0,1,0
8380,g,2009,1,14,dd,1,0,0
8381,q,1992,7,8,ee,1,0,0
8382,w,2001,19,3,aa,0,1,0
8383,x,2002,15,8,aa,0,0,1
8384,d,1997,5,14,aa,1,0,0
8385,r,2007,12,0,ee,0,0,1
8386,u,1996,17,0,cc,1,0,0
8387,r,2002,2,8,bb,0,1,0
8388,u,2006,7,4,dd,0,0,1
8389,m,1993,20,0,bb,1,0,0
8390,m,1997,14,3,ee,0,1,0
8391,o,1989,1,3,dd,0,0,1
8392,d,2008,7,12,ee,1,0,0
8393,m,1997,1,2,ee,1,0,0
8394,y,2000,6,3,dd,0,0,1
8395,t,1995,14,9,ee,1,0,0
8396,v,1994,20,14,ee,0,1,0
8397,y,2009,6,4,ee,0,1,0
8398,q,1992,17,8,aa,1,0,0
8399,r,2003,22,2,dd,1,0,0
8400,c,2010,20,14,dd,0,1,0
8401,v,2004,14,15,bb,1,0,0
8402,x,2005,10,0,bb,1,0,0
8403,f,2005,1,7,dd,0,0,1
8404,p,1997,5,8,ee,0,0,1
8405,j,1990,13,0,aa,1,0,0
8406,l,1992,25,12,bb,0,0,1
8407,p,2007,24,4,bb,0,1,0
8408,d,1995,11,0,aa,0,1,0
8409,x,1993,17,7,cc,0,0,1
8410,d,2007,15,14,aa,0,1,0
8411,r,1996,13,8,ee,0,0,1
8412,x,2002,0,6,ee,1,0,0
8413,a,1999,12,6,aa,0,1,0
8414,u,1991,22,9,dd,0,0,1
8415,v,2004,8,4,bb,0,1,0
8416,z,2000,2,15,dd,0,1,0
8417,k,1990,4,8,bb,0,1,0
8418,v,1996,13,12,aa,0,1,0
8419,o,1999,25,9,ee,0,1,0
8420,x,2007,10,8,ee,1,0,0
8421,q,2008,7,13,bb,0,0,1
8422,u,2007,13,5,dd,0,1,0
8423,x,1990,13,0,dd,0,0,1
8424,k,2010,15,10,dd,0,0,1
8425,o,2002,19,15,cc,0,1,0
8426,z,1994,7,7,bb,0,0,1
8427,h,1998,1,5,ee,0,1,0
8428,l,1999,12,13,ee,1,0,0
8429,j,1988,15,0,bb,0,1,0
8430,l,2006,15,0,ee,1,0,0
8431,x,2009,5,1,cc,0,0,1
8432,v,2009,22,1,cc,1,0,0
8433,w,2000,5,14,bb,0,0,1
8434,r,2006,18,0,cc,0,1,0
8435,k,1994,3,7,ee,0,1,0
8436,c,2003,24,11,bb,0,0,1
8437,p,1993,11,1,cc,0,1,0
8438,n,2005,8,14,dd,0,1,0
8439,o,2007,12,6,bb,0,1,0
8440,e,2008,15,6,dd,1,0,0
8441,t,1993,12,6,ee,1,0,0
8442,m,2003,13,14,ee,1,0,0
8443,b,1994,21,1,dd,1,0,0
8444,d,2004,9,3,aa,0,1,0
8445,c,1997,18,4,ee,0,0,1
8446,h,1997,8,15,aa,1,0,0
8447,t,1995,20,9,aa,1,0,0
8448,c,2006,24,10,ee,1,0,0
8449,t,2008,14,4,bb,0,0,1
8450,z,1999,20,14,cc,0,0,1
8451,v,2010,4,4,dd,0,1,0
8452,b,2000,5,3,dd,1,0,0
8453,b,2003,0,3,dd,1,0,0
8454,o,1998,0,10,ee,1,0,0
8455,t,1988,4,10,dd,0,1,0
8456,y,1988,16,9,cc,1,0,0
8457,l,1996,10,9,ee,0,0,1
8458,y,2008,6,9,bb,1,0,0
8459,x,1991,18,7,ee,0,0,1
8460,n,2009,23,3,dd,1,0,0
8461,z,2006,10,4,dd,0,1,0
8462,f,2010,8,14,dd,0,0,1
8463,b,2010,17,1,bb,0,1,0
8464,x,1989,24,11,ee,0,1,0
8465,z,2003,25,15,ee,0,1,0
8466,s,1992,9,0,bb,0,0,1
8467,e,2007,21,12,bb,0,0,1
8468,z,2003,19,12,bb,0,1,0
8469,i,2010,23,4,dd,1,0,0
8470,u,1992,17,12,cc,1,0,0
8471,y,2002,9,5,dd,0,1,0
8472,q,1992,20,14,cc,0,0,1
8473,g,1997,18,7,aa,0,1,0
8474,s,2007,14,10,aa,1,0,0
8475,b,2004,19,10,aa,0,0,1
8476,a,2006,6,4,cc,0,0,1
8477,v,1990,18,1,aa,1,0,0
8478,k,2004,15,12,ee,1,0,0
8479,c,2004,20,12,dd,0,0,1
8480,m,2002,6,4,aa,1,0,0
8481,i,1991,15,6,bb,0,0,1
8482,h,2008,3,9,ee,0,0,1
8483,v,2003,4,10,cc,0,1,0
8484,b,1991,11,15,cc,0,1,0
8485,g,2008,19,4,ee,0,1,0
8486,z,2003,10,6,dd,0,0,1
8487,j,2007,20,2,ee,0,1,0
8488,x,1990,5,4,aa,0,0,1
8489,x,1989,0,0,aa,0,0,1
8490,a,2010,18,9,bb,0,1,0
8491,t,1988,16,15,bb,1,0,0
8492,g,1997,19,2,aa,1,0,0
8493,h,2003,10,11,dd,1,0,0
8494,r,2005,14,10,ee,0,0,1
8495,e,2000,23,13,aa,0,1,0
8496,p,1994,9,14,cc,0,1,0
8497,g,2000,24,15,ee,0,0,1
8498,u,1998,9,14,dd,0,1,0
8499,i,2005,11,7,bb,0,0,1
8500,t,1997,14,7,bb,1,0,0
8501,p,2006,14,3,bb,0,0,1
8502,j,1991,13,0,dd,0,0,1
8503,z,1994,3,4,aa,0,1,0
8504,q,1996,16,12,bb,0,0,1
8505,p,2001,23,11,ee,0,0,1
8506,r,2009,8,14,dd,1,0,0
8507,u,2010,25,12,cc,1,0,0
8508,c,1996,24,14,aa,0,1,0
8509,n,1992,2,10,dd,0,0,1
8510,p,1991,8,4,ee,0,0,1
8511,h,1999,2,1,dd,1,0,0
8512,s,1989,7,3,bb,1,0,0
8513,s,1995,3,2,ee,0,1,0
8514,b,1994,1,6,aa,1,0,0
8515,z,2008,24,2,cc,1,0,0
8516,u,2002,11,13,cc,1,0,0
8517,b,2002,12,13,aa,0,0,1
8518,s,1998,2,6,cc,0,1,0
8519,o,2001,10,5,ee,0,1,0
8520,j,1999,24,13,dd,0,1,0
8521,k,2004,6,3,bb,0,0,1
8522,c,1994,22,4,ee,1,0,0
8523,y,2000,25,10,bb,0,0,1
8524,c,1991,13,3,aa,0,0,1
8525,v,2006,25,13,cc,0,1,0
8526,g,2001,16,6,cc,0,1,0
8527,v,1989,10,9,aa,0,1,0
8528,c,2003,22,13,aa,1,0,0
8529,a,1996,12,2,ee,0,1,0
8530,y,1991,22,1,ee,1,0,0
8531,r,1997,25,15,bb,0,1,0
8532,s,1994,13,2,cc,1,0,0
8533,l,2000,2,10,ee,0,1,0
8534,h,1991,12,9,aa,1,0,0
8535,g,1993,25,0,dd,0,0,1
8536,x,1999,20,15,bb,0,1,0
8537,m,2007,1,0,aa,0,0,1
8538,k,2003,19,3,aa,0,1,0
8539,d,2009,15,4,aa,1,0,0
8540,z,1997,16,8,ee,0,1,0
8541,y,2010,18,9,dd,0,0,1
8542,t,1998,1,0,cc,1,0,0
8543,p,1989,10,6,dd,0,0,1
8544,l,1990,5,2,cc,1,0,0
8545,t,2006,8,9,dd,1,0,0
8546,w,2003,18,6,dd,0,1,0
8547,r,1989,2,7,cc,1,0,0
8548,t,1988,13,0,ee,1,0,0
8549,b,1996,17,7,aa,0,1,0
8550,o,1999,5,1,bb,0,0,1
8551,p,1990,8,2,aa,0,1,0
8552,z,2002,11,0,ee,0,1,0
8553,t,1993,13,5,aa,0,0,1
8554,n,1990,9,12,cc,0,0,1
8555,m,1991,21,3,cc,1,0,0
8556,t,2000,23,12,ee,1,0,0
8557,e,1997,3,8,dd,0,0,1
8558,r,2003,9,4,bb,0,0,1
8559,k,2010,22,1,aa,1,0,0
8560,z,1997,4,0,dd,0,1,0
8561,e,1990,8,4,dd,0,0,1
8562,b,2010,13,12,ee,1,0,0
8563,q,2007,23,11,bb,0,1,0
8564,g,2009,2,5,dd,0,1,0
8565,e,2006,2,11,aa,0,0,1
8566,j,1997,0,1,ee,1,0,0
8567,x,1998,10,7,aa,0,0,1
8568,v,1999,6,14,bb,0,1,0
8569,k,2007,9,8,bb,0,0,1
8570,t,1995,7,7,ee,1,0,0
8571,r,2005,6,3,cc,1,0,0
8572,y,1992,13,15,bb,0,1,0
8573,e,1989,13,11,bb,1,0,0
8574,h,2009,1,14,bb,1,0,0
8575,i,2007,2,15,ee,0,1,0
8576,m,1993,24,7,aa,0,0,1
8577,q,2008,11,0,aa,0,0,1
8578,u,2002,24,7,dd,0,1,0
8579,b,1991,8,8,bb,0,0,1
8580,t,1998,14,4,ee,0,1,0
8581,o,2010,24,6,cc,1,0,0
8582,z,2003,5,6,bb,0,1,0
8583,p,1989,5,12,aa,0,1,0
8584,r,2001,5,4,dd,0,1,0
8585,v,2003,23,10,cc,0,1,0
8586,u,2005,18,15,aa,0,1,0
8587,y,2005,16,11,dd,0,0,1
8588,e,2004,19,3,aa,1,0,0
8589,f,1992,8,10,bb,1,0,0
8590,s,1999,7,7,bb,0,1,0
8591,z,2010,11,8,aa,1,0,0
8592,m,1988,19,11,bb,1,0,0
8593,s,2001,24,5,ee,0,1,0
8594,e,1999,3,5,aa,1,0,0
8595,g,1990,12,15,cc,0,1,0
8596,x,2010,2,1,aa,0,1,0
8597,q,1998,1,6,aa,1,0,0
8598,d,1989,15,14,ee,0,0,1
8599,k,2000,0,5,cc,0,0,1
8600,w,1999,23,0,aa,1,0,0
8601,y,1989,9,0,aa,1,0,0
8602,k,2008,10,5,cc,0,0,1
8603,w,1992,8,3,cc,0,0,1
8604,j,2010,9,5,cc,0,0,1
8605,d,2003,6,0,cc,0,0,1
8606,l,1989,11,5,ee,1,0,0
8607,i,2007,8,12,cc,1,0,0
8608,n,1990,14,2,dd,1,0,0
8609,u,2005,13,10,cc,0,1,0
8610,g,2000,6,13,bb,1,0,0
8611,c,1992,7,11,cc,1,0,0
8612,k,2002,12,10,bb,1,0,0
8613,p,2009,17,2,ee,0,0,1
8614,k,1997,20,2,ee,0,0,1
8615,d,1988,21,7,cc,0,1,0
8616,m,2001,14,13,bb,0,0,1
8617,q,1999,11,12,cc,0,0,1
8618,u,1988,8,7,cc,0,1,0
8619,m,1989,6,5,bb,0,0,1
8620,k,2007,8,10,aa,1,0,0
8621,r,2007,18,12,aa,1,0,0
8622,y,1997,7,10,cc,1,0,0
8623,e,2001,4,15,cc,1,0,0
8624,l,1989,18,11,cc,0,0,1
8625,s,1996,23,4,dd,1,0,0
8626,x,2008,10,13,dd,0,1,0
8627,o,2004,3,11,aa,0,0,1
8628,j,1998,5,7,ee,1,0,0
8629,p,1993,4,15,dd,0,0,1
8630,t,1995,1,10,ee,0,0,1
8631,x,1991,17,7,dd,0,0,1
8632,e,2008,9,0,dd,0,0,1
8633,j,1991,20,10,bb,1,0,0
8634,x,1995,20,15,aa,0,1,0
8635,w,2006,9,2,ee,1,0,0
8636,p,1989,5,12,ee,1,0,0
8637,l,2002,5,9,aa,1,0,0
8638,b,1999,4,10,ee,1,0,0
8639,e,1991,7,6,dd,0,1,0
8640,y,1990,3,8,bb,0,0,1
8641,r,1991,3,2,aa,1,0,0
8642,s,1989,22,7,cc,0,1,0
8643,w,1999,17,1,aa,0,1,0
8644,u,1994,6,4,dd,1,0,0
8645,s,1997,25,13,aa,1,0,0
8646,c,2010,4,2,dd,0,0,1
8647,h,2007,12,0,aa,0,1,0
8648,f,2010,14,6,dd,0,1,0
8649,u,1997,1,4,cc,1,0,0
8650,x,2004,23,8,bb,0,0,1
8651,h,2006,20,12,ee,0,0,1
8652,n,2004,21,1,dd,0,1,0
8653,e,1995,3,8,ee,0,1,0
8654,g,1997,15,5,bb,1,0,0
8655,u,1991,5,2,cc,1,0,0
8656,t,2007,17,12,dd,1,0,0
8657,a,2008,4,12,cc,0,1,0
8658,z,1997,14,11,ee,0,0,1
8659,p,2010,23,2,ee,1,0,0
8660,x,1989,4,11,aa,1,0,0
8661,r,1991,18,14,bb,0,1,0
8662,t,1988,17,4,bb,0,0,1
8663,j,1994,15,13,ee,1,0,0
8664,m,2010,15,2,bb,0,1,0
8665,b,1989,22,3,dd,0,0,1
8666,q,2006,19,10,aa,1,0,0
8667,v,2001,20,9,cc,0,1,0
8668,t,2009,5,5,cc,0,0,1
8669,a,1995,10,13,aa,0,0,1
8670,e,1993,9,2,dd,0,1,0
8671,y,1998,22,3,bb,1,0,0
8672,z,2007,17,6,cc,1,0,0
8673,a,1993,3,3,ee,1,0,0
8674,q,1997,8,14,aa,1,0,0
8675,u,1997,3,1,aa,1,0,0
8676,m,1997,2,2,ee,1,0,0
8677,x,2009,13,7,dd,1,0,0
8678,d,1999,9,4,bb,0,1,0
8679,v,1992,6,11,bb,0,0,1
8680,s,1998,9,9,aa,0,1,0
8681,a,1989,6,12,dd,1,0,0
8682,r,1988,21,9,dd,0,1,0
8683,s,2004,8,9,aa,0,1,0
8684,v,1990,4,6,cc,1,0,0
8685,d,1988,2,10,cc,1,0,0
8686,v,1997,19,4,aa,0,0,1
8687,u,2005,9,7,aa,0,0,1
8688,b,1989,5,15,ee,0,0,1
8689,g,1990,22,6,ee,0,0,1
8690,h,1990,5,1,dd,1,0,0
8691,w,2009,6,3,cc,0,0,1
8692,o,2005,0,9,dd,0,1,0
8693,t,1995,1,10,dd,1,0,0
8694,z,1993,23,5,dd,0,0,1
8695,v,2004,1,12,ee,1,0,0
8696,a,1994,8,8,bb,1,0,0
8697,e,1994,13,3,bb,0,1,0
8698,s,1997,5,1,dd,0,0,1
8699,x,2004,8,15,bb,0,0,1
8700,g,1991,25,15,bb,1,0,0
8701,r,2010,14,11,dd,0,1,0
8702,x,1994,1,2,bb,1,0,0
8703,s,2009,10,13,dd,0,1,0
8704,v,2003,24,14,ee,1,0,0
8705,v,1996,8,12,cc,0,1,0
8706,b,2003,15,10,dd,0,1,0
8707,s,1989,8,13,dd,1,0,0
8708,e,2000,13,8,aa,0,0,1
8709,o,2000,25,6,dd,1,0,0
8710,d,2007,21,7,bb,0,0,1
8711,d,1988,5,6,bb,1,0,0
8712,z,2000,14,6,bb,0,1,0
8713,x,2002,16,9,cc,1,0,0
8714,y,1989,16,4,aa,1,0,0
8715,m,1988,5,6,bb,1,0,0
8716,b,2003,11,14,ee,0,1,0
8717,t,1998,22,4,cc,1,0,0
8718,e,1990,8,10,cc,1,0,0
8719,m,2007,20,3,bb,0,1,0
8720,h,1999,8,0,cc,0,1,0
8721,d,2005,15,11,bb,0,1,0
8722,s,1988,25,2,cc,0,1,0
8723,t,2000,4,8,ee,1,0,0
8724,m,1996,7,1,bb,0,0,1
8725,a,2008,16,11,ee,0,0,1
8726,j,2003,19,13,dd,0,0,1
8727,s,2006,8,5,dd,0,0,1
8728,a,2005,22,15,dd,1,0,0
8729,q,2009,8,6,dd,1,0,0
8730,t,1989,20,13,aa,0,1,0
8731,t,2000,6,9,aa,0,1,0
8732,x,2009,20,9,bb,1,0,0
8733,a,1992,21,6,bb,0,0,1
8734,s,1996,6,2,cc,1,0,0
8735,q,2005,15,15,aa,1,0,0
8736,g,1991,23,13,bb,0,0,1
8737,w,2008,16,10,cc,0,1,0
8738,n,1994,0,1,ee,1,0,0
8739,u,2010,17,11,bb,0,0,1
8740,k,1993,2,11,dd,0,0,1
8741,h,1993,17,5,cc,0,0,1
8742,k,2003,2,4,cc,0,1,0
8743,s,1994,25,6,ee,0,0,1
8744,s,1990,9,2,bb,0,1,0
8745,x,1997,19,2,aa,0,0,1
8746,c,2007,20,2,bb,0,1,0
8747,w,2006,8,12,bb,0,1,0
8748,r,2002,22,1,cc,0,0,1
8749,f,2010,23,12,cc,0,1,0
8750,u,2009,21,0,bb,0,1,0
8751,o,1991,8,9,aa,1,0,0
8752,r,1989,14,1,aa,0,1,0
8753,e,2002,8,10,cc,0,0,1
8754,f,2007,18,0,cc,0,0,1
8755,k,1999,14,11,bb,0,0,1
8756,j,2009,25,13,aa,1,0,0
8757,b,1992,16,0,dd,1,0,0
8758,e,1999,4,10,aa,1,0,0
8759,g,1996,9,10,ee,0,1,0
8760,r,2006,24,10,ee,0,1,0
8761,i,1988,12,9,ee,0,0,1
8762,q,2006,17,2,ee,0,0,1
8763,g,2004,6,7,bb,1,0,0
8764,t,2007,11,2,dd,1,0,0
8765,y,2004,11,1,dd,0,0,1
8766,i,2005,15,1,cc,0,1,0
8767,e,2008,24,12,cc,0,0,1
8768,c,1997,5,4,cc,1,0,0
8769,e,1991,19,5,bb,0,1,0
8770,g,2006,22,3,aa,0,0,1
8771,d,1994,3,6,cc,0,1,0
8772,y,1998,1,6,dd,0,1,0
8773,s,1996,25,11,aa,0,1,0
8774,n,2002,2,3,bb,1,0,0
8775,i,1994,6,1,cc,0,0,1
8776,h,2005,24,0,bb,1,0,0
8777,y,2004,25,15,cc,1,0,0
8778,u,2000,24,11,cc,0,1,0
8779,n,1997,18,2,dd,0,1,0
8780,m,2008,15,11,cc,0,0,1
8781,b,2007,2,5,aa,0,0,1
8782,f,2009,9,13,aa,0,0,1
8783,l,2005,16,12,aa,0,1,0
8784,e,2001,4,13,ee,0,0,1
8785,z,2010,21,14,ee,0,0,1
8786,c,1988,25,5,cc,0,1,0
8787,v,1996,6,4,ee,0,0,1
8788,y,1994,15,3,cc,1,0,0
8789,l,2007,6,5,cc,1,0,0
8790,e,2006,8,3,ee,0,0,1
8791,g,2001,5,9,ee,0,0,1
8792,p,2002,9,8,ee,0,1,0
8793,c,2007,20,15,aa,0,0,1
8794,j,2008,11,4,ee,1,0,0
8795,h,1995,17,1,aa,1,0,0
8796,d,1993,15,7,dd,0,0,1
8797,w,1999,17,4,bb,0,0,1
8798,x,1997,1,11,ee,0,1,0
8799,e,2004,5,13,ee,0,1,0
8800,i,2009,22,6,bb,1,0,0
8801,z,1999,14,10,aa,0,0,1
8802,p,1990,5,8,dd,0,1,0
8803,u,2007,25,2,bb,0,1,0
8804,o,1993,20,4,aa,0,1,0
8805,m,1998,9,5,ee,1,0,0
8806,h,2009,11,8,bb,0,1,0
8807,o,2009,9,11,dd,1,0,0
8808,u,2003,23,3,ee,0,1,0
8809,m,2009,9,1,ee,0,0,1
8810,n,1999,7,0,ee,0,0,1
8811,v,1988,24,6,aa,0,1,0
8812,f,2000,5,10,ee,1,0,0
8813,g,2001,1,8,dd,1,0,0
8814,n,1988,24,3,aa,0,0,1
8815,a,2002,11,10,dd,0,1,0
8816,x,2009,0,5,dd,0,1,0
8817,m,2010,4,0,aa,0,0,1
8818,m,2010,7,7,dd,0,1,0
8819,u,2000,15,7,dd,0,1,0
8820,n,2002,25,12,aa,1,0,0
8821,v,1996,12,4,dd,0,0,1
8822,m,2010,10,14,aa,1,0,0
8823,z,1991,8,12,ee,0,1,0
8824,b,1988,19,4,dd,0,0,1
8825,n,2002,21,1,cc,0,0,1
8826,x,2006,21,2,cc,1,0,0
8827,w,2009,11,12,dd,0,1,0
8828,t,1997,7,14,aa,0,1,0
8829,x,1990,14,8,bb,0,1,0
8830,b,1998,16,14,dd,0,1,0
8831,g,1999,21,13,ee,0,1,0
8832,o,2009,14,1,aa,0,0,1
8833,r,2008,2,3,aa,0,1,0
8834,r,2000,1,5,bb,1,0,0
8835,f,1990,13,3,ee,0,1,0
8836,p,1990,0,10,aa,1,0,0
8837,p,2004,12,15,aa,0,0,1
8838,o,2006,11,5,cc,0,1,0
8839,y,2009,5,12,ee,0,0,1
8840,m,1989,5,12,ee,1,0,0
8841,h,1999,24,1,aa,0,1,0
8842,u,1997,19,15,bb,1,0,0
8843,q,1999,8,9,aa,1,0,0
8844,d,2001,12,8,dd,0,0,1
8845,v,1989,16,9,bb,0,1,0
8846,p,1991,25,11,cc,0,0,1
8847,w,1999,20,1,ee,1,0,0
8848,k,2007,11,3,bb,0,1,0
8849,a,1988,18,13,aa,0,1,0
8850,k,2008,14,5,bb,1,0,0
8851,a,2007,20,14,cc,1,0,0
8852,y,2010,18,9,cc,0,0,1
8853,y,1991,8,4,bb,0,0,1
8854,u,2001,2,3,ee,0,1,0
8855,h,2000,23,2,bb,1,0,0
8856,m,2010,10,12,bb,0,0,1
8857,d,2009,21,15,bb,0,0,1
8858,k,1994,1,14,aa,1,0,0
8859,d,2007,24,7,ee,0,1,0
8860,n,1995,20,6,bb,0,0,1
8861,a,1993,16,2,cc,0,1,0
